,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,24,36,36,120,158,216,164,360,408,1535
1,V2,3,6,36,60,99,92,213,244,348,273,1375
2,V3,3,15,27,60,76,150,160,274,262,430,1458
