,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.25,0.25,0.3792,"1/4, 1/4, z",4 c,2,2
1,V2,4,0.0,0.3193,0.2477,"x, y, z",8 e,1,1
2,V3,4,0.0,0.3192,0.0109,"x, y, z",8 e,1,1
3,V4,4,0.75,0.25,0.3792,"3/4, 1/4, z",4 c,2,2
4,V5,4,0.4676,0.062,0.3164,"x, y, z",8 e,1,1
5,V6,4,0.1226,0.0683,0.4398,"x, y, z",8 e,1,1
6,V7,4,0.3081,0.0,0.1335,"x, y, z",8 e,1,1
