,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.116,0.116,0.116,"x, x, x",32 f,3m,6
1,V2,4,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 c,-43m,24
