,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.8855,0.1145,0.0774,"x, 1-x, z",12 k,m
1,E2,0.1146,0.2292,0.0774,"x, 2x, z",12 k,m
2,E3,0.0,0.2291,0.0,"0, y, 0",12 i,2
3,E4,0.0521,0.3333,0.125,"x, y, z",24 l,1
4,E5,0.4479,0.5521,0.1726,"x, 1-x, z",12 k,m
5,E6,0.2188,0.4376,0.1726,"x, 2x, z",12 k,m
6,E7,0.3333,0.4376,0.25,"x, y, 1/4",12 j,m
