,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3409,0.1103,0.0959,"x, y, z",36 f,1,1
1,V2,3,0.1421,0.3088,0.1649,"x, y, z",36 f,1,1
2,V3,3,0.209,0.2955,0.0693,"x, y, z",36 f,1,1
3,V4,6,0.0562,0.3054,0.1665,"x, y, z",36 f,1,1
4,V5,6,0.2775,0.0,0.0,"x, y, z",36 f,1,1
5,V6,8,0.3332,0.0279,0.1668,"x, y, z",36 f,1,1
