,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.338,"0, 0, z",12 f,mm2
1,E2,0.0807,0.125,0.3381,"x, y, z",48 l,1
2,E3,0.25,0.1616,0.3384,"1/4, y, 1/2-y",24 j,2
3,E4,0.1616,0.25,0.3384,"x, 1/4, 1/2-x",24 j,2
