,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1607,0.494,0.1936,"x, y, z",24 r,1,1
1,V2,4,0.0997,0.3721,0.5,"x, y, 1/2",12 q,m,2
