,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0003,0.3528,0.1528,"x, y, z",192 h,1,1
1,V2,3,0.0,0.0789,0.3289,"0, y, 1/4+y",96 g,2,2
2,V3,3,0.0,0.0289,0.2789,"0, y, 1/4+y",96 g,2,2
3,V4,3,0.0008,0.301,0.2009,"x, y, z",192 h,1,1
