,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,16,12,80,42,256,92,464,162,816,252,2193
1,V2,8,8,88,42,232,92,496,162,776,252,2157
2,V3,3,32,21,138,61,338,120,604,199,962,2479
