,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,22,34,87,96,243,214,417,344,667,2129
1,V2,12,21,48,56,192,183,300,230,588,513,2144
2,V3,4,8,52,64,128,124,328,290,492,366,1857
