,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2212,0.5,"0, y, 1/2",12 h,2
1,E2,0.0,0.3435,0.3435,"0, y, y",12 i,2
2,E3,0.169,0.2337,0.3388,"x, y, z",24 k,1
