,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,39,82,146,230,327,440,578,736,903,3494
1,V2,10,37,84,146,224,325,446,578,726,901,3478
