,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,10,36,42,96,90,186,162,306,250,1185,4.4.4.4.4(3).4(3).8(15).8(15).8(15).8(15).8(15).8(15).8(15).8(15).8(18)
1,V2,4,16,24,60,64,146,124,228,204,402,1273,4(2).4(2).8(8).8(8).8(25).8(25)
2,V3,4,15,24,66,64,130,124,258,204,354,1244,4.4.4.4.4(2).4(2)
