,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.25,0.25,"0, y, 1/4",16 j,2,2
1,V2,4,0.0,0.0,0.25,"0, 0, 1/4",4 c,4/m,8
2,V3,4,0.375,0.125,0.0,"x, 1/2-x, 0",8 h,mm2,4
