,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,12,72,44,204,98,396,174,660,272,1945
1,V2,6,6,54,38,186,90,378,164,630,260,1813
2,V3,3,24,21,114,65,278,129,502,215,794,2146
