,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.0,"0, 0, z",2 a,mm2,4
1,V2,5,0.0,0.0,0.732,"0, 0, z",2 a,mm2,4
