,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.6667,0.3333,0.1803,"2/3, 1/3, z",4 f,3m,6
1,V2,4,0.0,0.0,0.3197,"0, 0, z",4 e,3m,6
2,V3,4,0.5916,0.7958,0.25,"2y, y, 1/4",6 h,mm2,4
3,V4,4,0.4675,0.5325,0.25,"x, 1-x, 1/4",6 h,mm2,4
4,V5,4,0.5421,0.0842,0.1351,"x, 2x, z",12 k,m,2
5,V6,4,0.1256,0.2512,0.1382,"x, 2x, z",12 k,m,2
6,V7,4,0.7202,0.6685,0.0641,"x, y, z",24 l,1,1
