,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,5,12,19,21,39,61,78,97,110,446
1,V2,3,5,12,19,21,39,61,80,97,106,444
2,V3,3,8,18,24,36,42,66,82,72,116,468
3,V4,4,8,11,16,32,39,59,78,89,127,464
4,V5,4,8,11,16,32,39,59,76,93,127,466
5,V6,7,8,14,24,30,54,54,70,106,104,472
