,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,14,18,154,78,490,186,1018,342,1738,546,4585
1,V2,3,32,37,248,121,664,253,1272,433,2072,5136
2,V3,4,40,40,284,124,714,256,1338,436,2154,5391
