,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1007,0.03,0.4179,"x, y, z",16 i,1,1
1,V2,3,0.5,0.6513,0.25,"1/2, y, 1/4",8 f,2,2
