,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,15,52,75,155,180,301,331,506,513,2132
1,V2,7,25,52,97,143,214,285,377,470,593,2264
