,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0341,0.125,0.2159,"x, 1/8, 1/4-x",48 g,2,2
1,V2,3,0.0917,0.125,0.1583,"x, 1/8, 1/4-x",48 g,2,2
2,V3,3,0.0025,0.1565,0.2841,"x, y, z",96 h,1,1
3,V4,4,0.0012,0.2093,0.3462,"x, y, z",96 h,1,1
