,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.25,0.25,0.5,"x, y, z",24 d,1,1
1,V2,3,0.25,0.5,0.5,"x, y, z",24 d,1,1
