,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3125,0.1875,0.25,"x, 1/2-x, 1/4",24 i,2
1,E2,0.1875,0.1875,0.5,"x, x, 1/2",24 h,2
