,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,13,16,57,49,138,93,241,156,381,1148,4.4.8(6)
1,V2,6,8,32,32,98,70,186,124,312,192,1061,4.4.4.4.8(2).8(2).8(2).8(2).8(3).8(3).8(3).8(3).10(2).10(2).*
