,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1967,0.3934,0.5,"x, 2x, 1/2",3 k,mm2,4
1,V2,4,0.0,0.0,0.2369,"0, 0, z",2 g,3m,6
