,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,8,8,12,24,40,44,44,58,92,336,3.3.3.3.6.6.6.6.30(9).30(9)
1,V2,4,6,12,14,25,37,43,48,64,92,346,3.12.3.16.4.6
2,V3,3,7,12,16,20,28,43,59,69,76,334,6.6.12
