,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,48,112,210,340,516,690,948,1164,1490,5531
1,V2,15,53,120,221,375,524,735,935,1236,1493,5708
2,V3,14,50,116,224,350,524,716,938,1214,1508,5655
