,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.1875,0.1875,"x, y, y",96 g,m
1,E2,0.25,0.1875,0.0625,"x, y, 1/4-y",96 g,m
2,E3,0.25,0.3125,0.0625,"x, y, y-1/4",96 g,m
