,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0778,0.9222,0.0,"x, 1-x, 0",8 h,mm2
1,E2,0.1842,0.1063,0.0,"x, y, 0",16 l,m
2,E3,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 f,2/m
