,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,32,30,152,84,354,166,640,276,1010,2749
1,V2,4,34,32,162,88,370,172,662,284,1038,2847
2,V3,12,16,94,58,260,128,510,226,844,352,2501
