,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3062,0.3062,0.0,"x, x, 0",24 h,mm2,4
1,V2,4,0.25,0.3624,0.1376,"1/4, y, 1/2-y",48 i,2,2
