,vertex,coordination,x,y,z,symbolic
0,V1,3,0.3531,0.3008,0.0,"x, y, 0"
1,V2,3,0.3897,0.056,0.0,"x, y, 0"
2,V3,3,0.1205,0.2162,0.0,"x, y, 0"
3,V4,4,0.5,0.5,0.0,"1/2, 1/2, 0"
4,V5,4,0.0,0.0,0.0,"0, 0, 0"
