,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0361,0.1338,0.0,"x, y, 0"
1,V2,3,0.1855,0.2164,0.0,"x, y, 0"
2,V3,3,0.9496,0.385,0.0,"x, y, 0"
3,V4,3,0.1974,0.5179,0.0,"x, y, 0"
