,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.587,0.0,"0, y, 0"
1,V2,4,0.0,0.087,0.0445,"0, y, z"
2,V3,3,0.0,0.8709,0.3023,"0, y, z"
