,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,4,0.0803,0.4197,0.0,"x, v, 0"
2,V3,3,0.224,0.034,0.0,"x, y, 0"
3,V4,3,0.2404,0.2596,0.0,"x, y, 0"
