,vertex,coordination,x,y,z,symbolic
0,V1,3,0.3333,0.6667,0.0,"1/3, 2/3, 0"
1,V2,3,0.0,0.5403,0.0,"0, y, 0"
2,V3,3,0.0,0.8317,0.0,"x, y, 0"
