,vertex,coordination,x,y,z,symbolic
0,V1,3,0.553,0.3411,0.0,"x, y, 0"
1,V2,3,0.25,0.434,0.0,"1/4, y, 0"
2,V3,4,0.0,0.0,0.0,"0, 0, 0"
3,V4,3,0.25,0.0855,0.0,"1/4, y, 0"
