,vertex,coordination,x,y,z,symbolic
0,V1,3,0.1249,0.25,0.0,"c, y, 0"
1,V2,5,0.3749,0.0832,0.0,"1x, y, 0"
2,V3,4,0.3751,0.4163,0.0,"x, y, 0"
