,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0987,0.3748,0.0,"x, y, 0"
1,V2,4,0.1113,0.5556,0.0,"2y, y, 0"
2,V3,3,0.0,0.1723,0.0,"0, y, 0"
3,V4,3,0.3333,0.6667,0.0,"1/3, 2/3, 0"
4,V5,6,0.0,0.0,0.0,"0, 0, 0"
