,vertex,coordination,x,y,z,symbolic
0,V1,3,0.6622,0.1296,0.0,"x, y, 0"
1,V2,3,0.5231,0.3363,0.0,"x, y, 0"
2,V3,4,0.0,0.0,0.0,"0, 0, 0"
