,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2113,0.5121,0.0,"x, y, 0"
1,V2,3,0.0,0.2444,0.0,"0, y, 0"
2,V3,3,0.0,0.0,0.0,"0, 0, 0"
