,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,9,12,19,23,24,33,37,36,47,246,4^5
1,V2,3,9,16,15,21,32,27,33,48,39,244,4^3
