,vertex,coordination,x,y,z,symbolic
0,V1,4,0.1255,0.4179,0.0,"c, y, 0"
1,V2,5,0.1245,0.084,0.0,"1x, y, 0"
2,V3,3,0.3736,0.2518,0.0,"x, y, 0"
