,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.3777,0.0,"0, y, 0"
1,V2,3,0.0961,0.0,0.0,"x, 0, 0"
2,V3,3,0.1549,0.2329,0.0,"x, y, 0"
