,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,8,0.5,0.5,0.0,"1/2, 1/2, 0"
2,V3,3,0.0,0.3211,0.0,"0, y, 0"
