,vertex,coordination,x,y,z,symbolic
0,V1,6,0.0,0.0,0.0,"0, 0, 0"
1,V2,4,0.5,0.194,0.0,"1/2, y, 0"
2,V3,3,0.0,0.388,0.0,"0, y, 0"
