,vertex,coordination,x,y,z,symbolic
0,V1,4,0.3432,0.0,0.0,"x, 0, 0"
1,V2,4,0.2142,0.7142,0.0,"x, x+1/2, 0"
2,V3,4,0.0748,0.1358,0.0,"x, y, 0"
