,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0006,0.25,0.0,"0, y, 0"
1,V2,4,0.0,0.5,0.0,"0, 1/2, 0"
2,V3,4,0.25,0.5,0.0,"x, y, 0"
