,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,11,13,18,21,26,27,33,34,193,3.7^2
1,V2,4,6,12,13,19,21,25,29,32,36,198,3.7^3
2,V3,3,6,11,14,19,20,27,26,35,34,196,3.7^2
