,vertex,coordination,x,y,z,symbolic
0,V1,4,0.085,0.049,0.0,"x, y, 0"
1,V2,3,0.0492,0.183,0.0,"x, y, 0"
2,V3,3,0.0849,0.317,0.0,"x, y, 0"
3,V4,3,0.049,0.451,0.0,"x, y, 0"
