,vertex,coordination,x,y,z,symbolic
0,V1,4,0.125,0.25,0.0,"c, y, 0"
1,V2,6,0.0,0.0,0.0,"0, 0, 0"
2,V3,3,0.25,0.5,0.0,"x, 1/2, 0"
