,vertex,coordination,x,y,z,symbolic
0,V1,4,0.148,0.4491,0.0,"x, y, 0"
1,V2,4,0.0,0.5,0.0,"o, 1/2, 0"
2,V3,3,0.2763,0.2641,0.0,"x, y, 0"
3,V4,3,0.1538,0.085,0.0,"x, y, 0"
4,V5,3,0.4588,0.3492,0.0,"x, y, 0"
