,vertex,coordination,x,y,z,symbolic
0,V1,3,0.4355,0.4355,0.0,"x, x, 0"
1,V2,3,0.3401,0.3401,0.0,"x, x, 0"
2,V3,3,0.2132,0.3271,0.0,"x, y, 0"
3,V4,3,0.0795,0.425,0.0,"x, y, 0"
