,vertex,coordination,x,y,z,symbolic
0,V1,3,0.1409,0.4038,0.0,"x, y, 0"
1,V2,3,0.1409,0.2818,0.0,"x, 2x, 0"
2,V3,3,0.0704,0.4742,0.0,"x, y, 0"
3,V4,3,0.0704,0.1408,0.0,"x, 2x, 0"
