,vertex,coordination,x,y,z,symbolic
0,V1,3,0.055,0.6221,0.0,"x, y, 0"
1,V2,3,0.25,0.5044,0.0,"1/4, y, 0"
2,V3,3,0.25,0.2197,0.0,"1/4, y, 0"
3,V4,3,0.0473,0.1277,0.0,"x, y, 0"
