,vertex,coordination,x,y,z,symbolic
0,V1,5,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.0,0.0,0.366,"0, 0, z"
2,V3,4,0.0,0.5,0.683,"x, 1/2, z"
