,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0696,0.0,0.3339,"x, 0, z"
1,V2,3,0.4165,0.0,0.3552,"x, 0, z"
2,V3,3,0.6511,0.0,0.0741,"x, 0, z"
3,V4,4,0.0,0.0,0.0,"0, 0, 0"
