,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,9,18,21,24,36,36,39,54,51,295,3^6
1,V2,5,10,15,22,27,31,38,43,47,54,293,3^4.6
