,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2704,0.6352,0.0,"2y, y, 0"
1,V2,3,0.1614,0.5807,0.0,"2y, y, 0"
2,V3,3,0.087,0.4745,0.0,"x, y, 0"
3,V4,3,0.0891,0.3377,0.0,"x, y, 0"
