,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0819,0.0819,0.0,"x, x, 0"
1,V2,3,0.1978,0.1978,0.0,"x, x, 0"
2,V3,3,0.4181,0.0,0.0,"x, 0, 0"
3,V4,3,0.4181,0.3022,0.0,"x, y, 0"
4,V5,3,0.1511,0.3548,0.0,"x, y, 0"
