,vertex,coordination,x,y,z,symbolic
0,V1,5,0.25,0.0,0.0,"c, 0, z"
1,V2,3,0.5,0.0,0.3174,"1x, 0, z"
2,V3,4,0.0,0.0,0.317,"x, 0, z"
