,vertex,coordination,x,y,z,symbolic
0,V1,5,0.0,0.1336,0.0,"0, y, 0"
1,V2,3,0.0,0.2888,0.0,"0, y, 0"
2,V3,6,0.5,0.0,0.0,"1/2, 0, 0"
3,V4,3,0.5,0.4224,0.0,"1/2, y, 0"
