,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.4091,0.2932,0.0,"x, y, 0"
2,V3,3,0.287,0.4808,0.0,"x, y, 0"
3,V4,3,0.4119,0.0647,0.0,"x, y, 0"
